Diet	High	Low	High	Low	High	Low	High	Low	High	Low	High	Low
d__Viruses|o__Caudovirales|f__Myoviridae|g__Seunavirus|s__Salmonella virus SSE121	0	0	1	0	0	0	0	0	1	0	1	0
d__Viruses|o__Caudovirales|f__Myoviridae|g__Slopekvirus	0	4	0	0	0	0	2	0	0	2	3	1
d__Viruses|o__Caudovirales|f__Myoviridae|g__Suspvirus	1	6	2	3	1	2	4	1	1	3	1	2
d__Viruses|o__Caudovirales|f__Myoviridae|g__Suspvirus|s__Escherichia virus SUSP1	0	1	0	0	0	0	1	0	1	3	0	0
d__Viruses|o__Caudovirales|f__Myoviridae|g__Suspvirus|s__Escherichia virus SUSP2	1	4	0	3	1	2	3	0	0	0	1	2
d__Viruses|o__Caudovirales|f__Myoviridae|g__Tegunavirus	1	15	0	3	4	1	11	1	3	13	6	3
d__Viruses|o__Caudovirales|f__Myoviridae|g__Tegunavirus|s__Yersinia virus R1RT	0	3	0	1	1	1	5	0	1	3	1	0
d__Viruses|o__Caudovirales|f__Myoviridae|g__Tegunavirus|s__Yersinia virus TG1	0	3	0	0	1	0	1	0	0	2	2	1
d__Viruses|o__Caudovirales|f__Myoviridae|g__Tequatrovirus	4	31	2	57	19	19	18	6	15	24	28	17
d__Viruses|o__Caudovirales|f__Myoviridae|g__Tequatrovirus|s__Escherichia phage slur07	1	0	0	0	0	0	0	0	0	0	0	0
d__Viruses|o__Caudovirales|f__Myoviridae|g__Tequatrovirus|s__Escherichia virus C40	0	0	0	0	0	0	0	1	0	0	0	0
d__Viruses|o__Caudovirales|f__Myoviridae|g__Tequatrovirus|s__Escherichia virus E112	0	4	0	0	0	0	3	0	1	1	0	1
d__Viruses|o__Caudovirales|f__Myoviridae|g__Tequatrovirus|s__Escherichia virus HY03	0	0	0	0	0	0	0	0	1	0	0	0
d__Viruses|o__Caudovirales|f__Myoviridae|g__Tequatrovirus|s__Escherichia virus RB32	0	2	0	0	2	0	2	0	0	7	5	1
d__Viruses|o__Caudovirales|f__Myoviridae|g__Tequatrovirus|s__Escherichia virus T4	0	0	0	0	0	0	1	0	0	0	0	0
d__Viruses|o__Caudovirales|f__Myoviridae|g__Tequatrovirus|s__Shigella phage SHFML-26	0	0	0	0	0	0	0	0	0	1	0	0
d__Viruses|o__Caudovirales|f__Myoviridae|g__Tequatrovirus|s__Shigella virus SHBML501	0	0	0	0	0	0	0	0	1	0	0	0
d__Viruses|o__Caudovirales|f__Myoviridae|g__Tequatrovirus|s__Shigella virus Sf22	0	0	0	0	0	0	0	0	0	1	0	0
d__Viruses|o__Caudovirales|f__Myoviridae|g__Tequatrovirus|s__Shigella virus Shfl2	0	0	0	0	0	0	0	0	0	0	2	0
d__Viruses|o__Caudovirales|f__Myoviridae|g__Tequatrovirus|s__Yersinia virus D1	0	0	0	0	2	0	0	0	0	3	1	2
d__Viruses|o__Caudovirales|f__Myoviridae|g__Tequatrovirus|s__Yersinia virus PST	0	0	0	1	0	0	0	0	0	0	0	0
d__Viruses|o__Caudovirales|f__Myoviridae|g__Thornevirus	0	3	1	1	2	0	6	2	1	6	7	3
d__Viruses|o__Caudovirales|f__Myoviridae|g__Thornevirus|s__Bacillus virus SP15	0	3	1	1	2	0	6	2	1	6	7	3
d__Viruses|o__Caudovirales|f__Myoviridae|g__Tidunavirus	1	6	4	1	7	1	8	4	7	4	4	6
d__Viruses|o__Caudovirales|f__Myoviridae|g__Tidunavirus|s__Vibrio virus VP4B	0	2	0	0	1	0	3	0	1	1	1	2
d__Viruses|o__Caudovirales|f__Myoviridae|g__Tidunavirus|s__Vibrio virus pTD1	1	4	4	1	6	1	5	4	6	3	3	4
d__Viruses|o__Caudovirales|f__Myoviridae|g__Tulanevirus	1	6	0	1	6	0	7	0	3	5	2	4
d__Viruses|o__Caudovirales|f__Myoviridae|g__Tulanevirus|s__Aeromonas virus Asgz	0	0	0	0	1	0	4	0	2	1	0	2
d__Viruses|o__Caudovirales|f__Myoviridae|g__Tulanevirus|s__Stenotrophomonas virus IME13	0	0	0	0	0	0	0	0	0	0	1	0
d__Viruses|o__Caudovirales|f__Myoviridae|g__Vequintavirus	0	9	1	0	2	0	6	1	0	6	5	5
d__Viruses|o__Caudovirales|f__Myoviridae|g__Vequintavirus|s__Escherichia virus FFH2	0	0	0	0	0	0	0	0	0	0	0	1
d__Viruses|o__Caudovirales|f__Myoviridae|g__Vequintavirus|s__Escherichia virus Murica	0	0	0	0	1	0	0	0	0	2	1	2
d__Viruses|o__Caudovirales|f__Myoviridae|g__Vequintavirus|s__Escherichia virus V18	0	0	0	0	0	0	3	0	0	0	1	2
d__Viruses|o__Caudovirales|f__Myoviridae|g__Vhmlvirus	0	4	1	0	0	0	0	0	0	1	0	0
d__Viruses|o__Caudovirales|f__Myoviridae|g__Vhmlvirus|s__Vibrio virus MAR	0	0	0	0	0	0	0	0	0	1	0	0
d__Viruses|o__Caudovirales|f__Myoviridae|g__Vidavervirus	0	0	0	1	1	0	0	0	0	1	0	0
d__Viruses|o__Caudovirales|f__Myoviridae|g__Vidavervirus|s__Burkholderia virus BcepNY3	0	0	0	0	1	0	0	0	0	1	0	0
d__Viruses|o__Caudovirales|f__Myoviridae|g__Vidavervirus|s__Xanthomonas virus OP2	0	0	0	1	0	0	0	0	0	0	0	0
d__Viruses|o__Caudovirales|f__Myoviridae|g__Viunavirus	0	1	0	0	1	0	0	1	0	0	0	0
d__Viruses|o__Caudovirales|f__Myoviridae|g__Viunavirus|s__Escherichia virus ECML4	0	0	0	0	0	0	0	1	0	0	0	0
d__Viruses|o__Caudovirales|f__Myoviridae|g__Viunavirus|s__Salmonella virus ViI	0	0	0	0	1	0	0	0	0	0	0	0
d__Viruses|o__Caudovirales|f__Myoviridae|g__Winklervirus	0	2	0	0	1	0	2	1	1	1	1	2
d__Viruses|o__Caudovirales|f__Myoviridae|g__Winklervirus|s__Serratia virus CHI14	0	2	0	0	1	0	2	1	1	1	1	2
d__Viruses|o__Caudovirales|f__Myoviridae|s__Acinetobacter phage Ac42	0	6	0	0	2	0	4	0	1	4	3	10
d__Viruses|o__Caudovirales|f__Myoviridae|s__Acinetobacter phage Acj61	0	0	0	0	0	2	0	0	0	0	0	0
d__Viruses|o__Caudovirales|f__Myoviridae|s__Acinetobacter phage Acj9	0	2	0	5	4	1	4	3	0	2	2	2
d__Viruses|o__Caudovirales|f__Myoviridae|s__Acinetobacter phage YMC13/03/R2096	0	7	0	0	0	0	1	0	0	3	1	1
d__Viruses|o__Caudovirales|f__Myoviridae|s__Acinetobacter phage ZZ1	0	5	1	0	2	1	2	1	1	6	2	5
d__Viruses|o__Caudovirales|f__Myoviridae|s__Acinetobacter phage phiAC-1	0	0	0	0	0	0	0	0	0	2	1	0
d__Viruses|o__Caudovirales|f__Myoviridae|s__Acinetobacter phage vB_AbaM_Acibel004	0	4	0	1	2	0	1	1	2	4	6	1
d__Viruses|o__Caudovirales|f__Myoviridae|s__Acinetobacter phage vB_AbaM_phiAbaA1	0	3	0	0	0	1	2	1	0	3	2	0
d__Viruses|o__Caudovirales|f__Myoviridae|s__Acinetobacter virus 133	1	0	0	0	6	1	1	1	0	0	2	0
d__Viruses|o__Caudovirales|f__Myoviridae|s__Aeromonas phage CC2	1	10	0	3	4	0	5	1	4	9	6	10
d__Viruses|o__Caudovirales|f__Myoviridae|s__Aeromonas phage PX29	0	4	0	1	1	1	2	0	2	1	3	2
d__Viruses|o__Caudovirales|f__Myoviridae|s__Aeromonas phage phiAS5	1	1	0	0	0	0	0	0	0	0	1	2
d__Viruses|o__Caudovirales|f__Myoviridae|s__Aeromonas virus 65	1	4	0	1	1	1	4	0	0	6	2	0
d__Viruses|o__Caudovirales|f__Myoviridae|s__Aeromonas virus Aeh1	1	8	1	2	2	0	2	2	2	9	12	8
d__Viruses|o__Caudovirales|f__Myoviridae|s__Aggregatibacter phage S1249	0	1	0	1	0	0	2	1	0	0	2	0
d__Viruses|o__Caudovirales|f__Myoviridae|s__Agrobacterium phage 7-7-1	2	5	0	5	140	23	43	53	111	5	62	9
d__Viruses|o__Caudovirales|f__Myoviridae|s__Aurantimonas phage AmM-1	0	0	0	1	0	0	0	1	0	0	0	0
d__Viruses|o__Caudovirales|f__Myoviridae|s__Bacillus phage 0305phi8-36	2	2	1	0	8	0	3	2	3	11	5	3
d__Viruses|o__Caudovirales|f__Myoviridae|s__Bacillus phage AR9	0	3	1	1	1	0	4	0	0	1	1	3
d__Viruses|o__Caudovirales|f__Myoviridae|s__Bacillus phage BCD7	0	1	0	1	0	0	3	0	0	2	0	2
d__Viruses|o__Caudovirales|f__Myoviridae|s__Bacillus virus G	1	24	6	4	10	6	15	8	9	26	15	17
d__Viruses|o__Caudovirales|f__Myoviridae|s__Bacillus virus PBS1	1	2	0	0	1	0	1	0	0	0	2	1
d__Viruses|o__Caudovirales|f__Myoviridae|s__Bdellovibrio phage phi1422	0	0	0	0	0	1	0	1	0	0	0	1
d__Viruses|o__Caudovirales|f__Myoviridae|s__Caulobacter phage Cr30	0	4	0	4	2	8	1	4	1	2	1	2
d__Viruses|o__Caudovirales|f__Myoviridae|s__Cellulophaga phage phiSM	1	1	0	0	5	1	1	0	0	0	1	0
d__Viruses|o__Caudovirales|f__Myoviridae|s__Citrobacter phage Margaery	0	0	0	0	0	0	0	0	0	0	1	0
d__Viruses|o__Caudovirales|f__Myoviridae|s__Clostridium phage phiCT453A	0	2	0	12	1	5	0	0	2	1	3	2
d__Viruses|o__Caudovirales|f__Myoviridae|s__Clostridium phage phiCT453B	0	2	0	1	0	0	1	12	2	3	1	1
d__Viruses|o__Caudovirales|f__Myoviridae|s__Clostridium phage phiCT9441A	0	0	0	1	1	0	1	0	0	0	0	0
d__Viruses|o__Caudovirales|f__Myoviridae|s__Cronobacter phage CR5	0	3	0	1	0	0	0	0	0	0	0	0
d__Viruses|o__Caudovirales|f__Myoviridae|s__Cronobacter phage S13	0	2	0	0	0	0	2	2	0	3	2	6
d__Viruses|o__Caudovirales|f__Myoviridae|s__Cyanophage P-RSM1	1	5	0	0	2	0	4	0	0	0	4	3
d__Viruses|o__Caudovirales|f__Myoviridae|s__Cyanophage P-RSM6	0	0	2	0	1	1	1	4	1	0	1	0
d__Viruses|o__Caudovirales|f__Myoviridae|s__Cyanophage P-TIM40	0	9	2	0	4	0	5	0	1	8	4	2
d__Viruses|o__Caudovirales|f__Myoviridae|s__Cyanophage S-RIM32	0	3	0	0	1	0	3	1	1	1	3	3
d__Viruses|o__Caudovirales|f__Myoviridae|s__Cyanophage S-RIM50	4	4	0	0	2	0	6	2	1	12	4	5
d__Viruses|o__Caudovirales|f__Myoviridae|s__Cyanophage S-TIM5	0	5	0	0	0	1	0	0	0	2	1	5
d__Viruses|o__Caudovirales|f__Myoviridae|s__Cyanophage Syn30	1	5	0	0	4	0	4	0	2	6	6	10
d__Viruses|o__Caudovirales|f__Myoviridae|s__Deep-sea thermophilic phage D6E	0	2	0	0	0	0	1	1	0	1	1	0
d__Viruses|o__Caudovirales|f__Myoviridae|s__Edwardsiella phage PEi20	1	3	2	0	1	2	0	0	1	0	2	3
d__Viruses|o__Caudovirales|f__Myoviridae|s__Enterobacteria phage SfV	0	0	0	0	1	0	0	0	0	0	0	0
d__Viruses|o__Caudovirales|f__Myoviridae|s__Enterobacteria phage phi92	4	5	1	1	2	2	5	1	3	4	4	4
d__Viruses|o__Caudovirales|f__Myoviridae|s__Enterobacteria phage phiEcoM-GJ1	0	1	0	0	1	0	3	0	0	1	0	0
d__Viruses|o__Caudovirales|f__Myoviridae|s__Erwinia phage phiEt88	0	1	0	13	0	5	2	3	1	1	0	1
d__Viruses|o__Caudovirales|f__Myoviridae|s__Erwinia phage vB_EamM_EarlPhillipIV	0	0	1	0	0	0	1	0	0	0	0	0
d__Viruses|o__Caudovirales|f__Myoviridae|s__Erwinia phage vB_EamM_Kwan	0	3	0	0	2	0	0	1	0	1	3	0
d__Viruses|o__Caudovirales|f__Myoviridae|s__Erwinia phage vB_EamM_Phobos	0	0	0	1	0	1	0	2	0	0	0	1
d__Viruses|o__Caudovirales|f__Myoviridae|s__Escherichia phage ECML-117	0	0	0	0	0	0	0	0	1	2	0	0
d__Viruses|o__Caudovirales|f__Myoviridae|s__Escherichia phage Lw1	0	3	0	6	0	0	1	0	0	1	2	3
d__Viruses|o__Caudovirales|f__Myoviridae|s__Escherichia phage phAPEC8	2	0	0	4	0	2	1	2	0	0	2	0
d__Viruses|o__Caudovirales|f__Myoviridae|s__Escherichia virus RB16	0	0	0	0	0	1	1	0	0	0	0	1
d__Viruses|o__Caudovirales|f__Myoviridae|s__Halocynthia phage JM-2012	0	0	0	3	0	0	0	1	0	1	1	3
d__Viruses|o__Caudovirales|f__Myoviridae|s__Halovirus HF1	0	0	0	2	0	0	0	0	0	0	0	0
d__Viruses|o__Caudovirales|f__Myoviridae|s__Halovirus HRTV-5	0	0	0	1	0	0	0	0	0	0	0	1
d__Viruses|o__Caudovirales|f__Myoviridae|s__Halovirus HRTV-7	0	0	0	1	0	0	0	0	0	0	0	0
d__Viruses|o__Caudovirales|f__Myoviridae|s__Halovirus HRTV-8	0	0	0	1	0	0	0	0	0	0	0	0
d__Viruses|o__Caudovirales|f__Myoviridae|s__Klebsiella phage vB_KpnM_KB57	0	1	2	0	2	0	1	0	0	0	0	0
d__Viruses|o__Caudovirales|f__Myoviridae|s__Lactobacillus phage phiAQ113	0	1	0	0	1	0	3	1	0	5	2	2
d__Viruses|o__Caudovirales|f__Myoviridae|s__Lactobacillus prophage Lj771	0	0	0	0	2	0	0	0	0	0	0	1
d__Viruses|o__Caudovirales|f__Myoviridae|s__Morganella phage vB_MmoM_MP1	4	1	1	2	3	0	1	1	3	6	2	0
d__Viruses|o__Caudovirales|f__Myoviridae|s__Mycobacterium phage Myrna	0	0	4	2	1	6	6	8	5	0	7	1
d__Viruses|o__Caudovirales|f__Myoviridae|s__Pectobacterium bacteriophage PM2	0	10	1	6	8	2	13	0	3	10	14	9
d__Viruses|o__Caudovirales|f__Myoviridae|s__Pectobacterium phage PM1	0	1	0	0	0	0	2	0	0	1	1	1
d__Viruses|o__Caudovirales|f__Myoviridae|s__Pelagibacter phage HTVC008M	0	6	1	0	7	0	6	0	4	7	6	7
d__Viruses|o__Caudovirales|f__Myoviridae|s__Prochlorococcus phage MED4-213	0	6	0	0	3	1	0	3	0	4	2	4
d__Viruses|o__Caudovirales|f__Myoviridae|s__Prochlorococcus phage P-HM1	2	18	1	2	5	0	11	2	0	12	10	15
d__Viruses|o__Caudovirales|f__Myoviridae|s__Prochlorococcus phage P-HM2	0	2	0	0	1	0	0	5	0	4	5	1
d__Viruses|o__Caudovirales|f__Myoviridae|s__Prochlorococcus phage P-RSM4	1	7	1	0	3	0	3	4	1	4	5	2
d__Viruses|o__Caudovirales|f__Myoviridae|s__Prochlorococcus phage P-SSM2	2	10	6	79	19	102	12	24	5	15	17	9
d__Viruses|o__Caudovirales|f__Myoviridae|s__Prochlorococcus phage P-SSM3	0	0	0	0	2	0	2	0	0	0	0	0
d__Viruses|o__Caudovirales|f__Myoviridae|s__Prochlorococcus phage P-SSM4	0	0	0	1	3	1	2	0	0	2	2	4
d__Viruses|o__Caudovirales|f__Myoviridae|s__Prochlorococcus phage P-SSM7	0	9	0	0	2	0	3	0	1	4	2	3
d__Viruses|o__Caudovirales|f__Myoviridae|s__Prochlorococcus phage P-TIM68	1	20	2	3	3	2	18	6	3	19	10	4
d__Viruses|o__Caudovirales|f__Myoviridae|s__Prochlorococcus phage Syn1	1	6	2	0	2	1	3	1	6	7	7	7
d__Viruses|o__Caudovirales|f__Myoviridae|s__Proteus phage vB_PmiM_Pm5461	2	11	1	1	2	2	11	1	2	6	12	6
d__Viruses|o__Caudovirales|f__Myoviridae|s__Pseudoalteromonas phage H101	1	3	1	1	1	0	1	1	2	2	3	2
d__Viruses|o__Caudovirales|f__Myoviridae|s__Pseudomonas phage Lu11	0	4	2	9	1	1	0	2	2	4	4	3
d__Viruses|o__Caudovirales|f__Myoviridae|s__Pseudomonas phage OBP	1	2	1	0	2	1	2	1	3	5	4	2
d__Viruses|o__Caudovirales|f__Myoviridae|s__Pseudomonas phage PaBG	0	3	1	12	0	1	0	5	0	2	1	2
d__Viruses|o__Caudovirales|f__Myoviridae|s__Rhizobium phage vB_RleM_PPF1	0	0	0	0	0	0	0	1	0	0	0	1
d__Viruses|o__Caudovirales|f__Myoviridae|s__Rhodococcus phage E3	0	0	0	2	0	0	0	1	1	0	0	0
d__Viruses|o__Caudovirales|f__Myoviridae|s__Rhodothermus phage RM378	0	1	0	0	0	0	1	0	0	1	1	1
d__Viruses|o__Caudovirales|f__Myoviridae|s__Salmonella phage 19	0	1	0	0	0	0	2	0	1	5	1	3
d__Viruses|o__Caudovirales|f__Myoviridae|s__Salmonella phage 21	0	1	0	0	1	0	0	0	0	0	0	0
d__Viruses|o__Caudovirales|f__Myoviridae|s__Salmonella phage BP63	0	0	0	0	1	0	0	1	0	3	0	2
d__Viruses|o__Caudovirales|f__Myoviridae|s__Serratia phage PS2	0	7	0	0	3	0	6	0	0	2	4	2
d__Viruses|o__Caudovirales|f__Myoviridae|s__Shewanella phage Spp001	0	0	0	0	0	0	1	0	0	0	0	0
d__Viruses|o__Caudovirales|f__Myoviridae|s__Shewanella sp. phage 1/4	0	1	0	0	0	0	0	0	0	0	0	0
d__Viruses|o__Caudovirales|f__Myoviridae|s__Shewanella sp. phage 1/41	0	0	0	2	2	4	0	3	1	0	1	0
d__Viruses|o__Caudovirales|f__Myoviridae|s__Sphingomonas phage PAU	0	16	2	7	5	0	6	3	3	10	9	11
d__Viruses|o__Caudovirales|f__Myoviridae|s__Staphylococcus phage SA1	2	1	0	0	0	0	1	0	1	3	3	3
d__Viruses|o__Caudovirales|f__Myoviridae|s__Streptococcus phage EJ-1	0	0	0	0	0	1	0	0	0	0	0	0
d__Viruses|o__Caudovirales|f__Myoviridae|s__Synechococcus phage ACG-2014b	14	1	11	0	10	0	2	0	4	4	6	4
d__Viruses|o__Caudovirales|f__Myoviridae|s__Synechococcus phage ACG-2014c	0	4	1	0	0	0	2	2	0	1	2	2
d__Viruses|o__Caudovirales|f__Myoviridae|s__Synechococcus phage ACG-2014d	26	0	6	1	87	1	17	0	28	6	30	3
d__Viruses|o__Caudovirales|f__Myoviridae|s__Synechococcus phage ACG-2014e	0	1	0	0	1	0	2	1	0	4	5	0
d__Viruses|o__Caudovirales|f__Myoviridae|s__Synechococcus phage ACG-2014f	0	2	0	0	0	0	5	0	2	2	1	3
d__Viruses|o__Caudovirales|f__Myoviridae|s__Synechococcus phage ACG-2014g	1	4	2	0	1	0	1	0	4	7	0	3
d__Viruses|o__Caudovirales|f__Myoviridae|s__Synechococcus phage ACG-2014h	0	5	0	3	4	2	1	0	0	3	2	0
d__Viruses|o__Caudovirales|f__Myoviridae|s__Synechococcus phage ACG-2014i	0	8	0	13	1	5	2	1	1	6	2	4
d__Viruses|o__Caudovirales|f__Myoviridae|s__Synechococcus phage S-CAM1	0	8	0	5	1	0	2	3	0	2	2	3
d__Viruses|o__Caudovirales|f__Myoviridae|s__Synechococcus phage S-CAM22	1	8	0	0	4	0	9	0	4	5	2	4
d__Viruses|o__Caudovirales|f__Myoviridae|s__Synechococcus phage S-CAM3	0	4	1	0	0	0	4	0	1	5	4	1
d__Viruses|o__Caudovirales|f__Myoviridae|s__Synechococcus phage S-CAM7	1	4	0	1	1	0	3	1	1	4	4	2
d__Viruses|o__Caudovirales|f__Myoviridae|s__Synechococcus phage S-CAM8	0	1	0	0	0	0	0	0	2	0	1	0
d__Viruses|o__Caudovirales|f__Myoviridae|s__Synechococcus phage S-CAM9	1	7	0	0	4	2	3	2	3	10	8	6
d__Viruses|o__Caudovirales|f__Myoviridae|s__Synechococcus phage S-CRM01	0	0	0	1	0	0	1	0	0	2	0	0
d__Viruses|o__Caudovirales|f__Myoviridae|s__Synechococcus phage S-IOM18	0	3	0	0	1	1	0	1	0	2	0	1
d__Viruses|o__Caudovirales|f__Myoviridae|s__Synechococcus phage S-MbCM100	0	2	0	1	2	0	2	0	1	4	2	1
d__Viruses|o__Caudovirales|f__Myoviridae|s__Synechococcus phage S-PM2	0	4	0	0	1	0	1	1	0	4	1	2
d__Viruses|o__Caudovirales|f__Myoviridae|s__Synechococcus phage S-RIM2 R1_1999	0	3	2	0	1	0	0	1	0	6	3	4
d__Viruses|o__Caudovirales|f__Myoviridae|s__Synechococcus phage S-RIM8 A.HR1	0	6	0	0	1	0	2	2	0	4	3	4
d__Viruses|o__Caudovirales|f__Myoviridae|s__Synechococcus phage S-RSM4	0	2	0	0	0	0	4	1	1	4	3	4
d__Viruses|o__Caudovirales|f__Myoviridae|s__Synechococcus phage S-SKS1	5	9	4	1	16	3	6	2	8	10	5	5
d__Viruses|o__Caudovirales|f__Myoviridae|s__Synechococcus phage S-SM1	0	4	1	0	2	1	3	1	1	3	0	1
d__Viruses|o__Caudovirales|f__Myoviridae|s__Synechococcus phage S-SM2	0	1	0	1	0	1	0	4	0	1	0	1
d__Viruses|o__Caudovirales|f__Myoviridae|s__Synechococcus phage S-SSM4	1	1	0	0	1	0	0	2	1	0	1	1
d__Viruses|o__Caudovirales|f__Myoviridae|s__Synechococcus phage S-SSM5	0	2	0	0	0	1	1	2	0	0	0	1
d__Viruses|o__Caudovirales|f__Myoviridae|s__Synechococcus phage S-SSM7	0	1	0	1	1	0	1	0	0	0	1	2
d__Viruses|o__Caudovirales|f__Myoviridae|s__Synechococcus phage S-ShM2	0	2	0	0	1	0	2	1	0	4	2	1
d__Viruses|o__Caudovirales|f__Myoviridae|s__Synechococcus phage S-WAM1	1	4	0	0	1	0	2	2	3	1	1	2
d__Viruses|o__Caudovirales|f__Myoviridae|s__Synechococcus phage S-WAM2	0	4	0	0	2	0	1	0	2	5	0	6
d__Viruses|o__Caudovirales|f__Myoviridae|s__Synechococcus phage Syn19	1	4	0	0	0	0	0	1	0	6	3	0
d__Viruses|o__Caudovirales|f__Myoviridae|s__Synechococcus phage metaG-MbCM1	0	3	0	0	1	0	1	0	0	3	3	2
d__Viruses|o__Caudovirales|f__Myoviridae|s__Synechococcus phage syn9	0	7	2	1	4	1	4	1	2	2	6	7
d__Viruses|o__Caudovirales|f__Myoviridae|s__Thermus phage TMA	0	3	0	0	2	0	0	0	0	0	3	2
d__Viruses|o__Caudovirales|f__Myoviridae|s__Thermus phage phiYS40	0	0	0	8	1	1	0	0	0	1	0	0
d__Viruses|o__Caudovirales|f__Myoviridae|s__Vibrio phage 11895-B1	0	10	0	6	2	11	3	2	0	9	7	4
d__Viruses|o__Caudovirales|f__Myoviridae|s__Vibrio phage CP-T1	0	0	0	0	0	0	1	0	0	0	0	1
d__Viruses|o__Caudovirales|f__Myoviridae|s__Vibrio phage ICP1	0	2	0	0	2	0	5	0	0	5	1	0
d__Viruses|o__Caudovirales|f__Myoviridae|s__Vibrio phage PWH3a-P1	0	3	0	0	2	0	2	0	0	2	1	2
d__Viruses|o__Caudovirales|f__Myoviridae|s__Vibrio phage X29	0	0	0	0	0	7	0	1	0	0	0	0
d__Viruses|o__Caudovirales|f__Myoviridae|s__Vibrio phage eugene 12A10	0	1	0	1	0	0	0	0	1	0	0	0
d__Viruses|o__Caudovirales|f__Myoviridae|s__Vibrio phage helene 12B3	1	0	1	0	0	0	0	0	0	0	0	1
d__Viruses|o__Caudovirales|f__Myoviridae|s__Vibrio phage henriette 12B8	0	0	0	1	0	0	1	0	0	0	0	0
d__Viruses|o__Caudovirales|f__Myoviridae|s__Vibrio phage qdvp001	0	5	0	8	5	0	6	1	0	6	3	3
d__Viruses|o__Caudovirales|f__Myoviridae|s__Vibrio phage vB_VchM-138	0	0	1	0	0	0	0	0	0	0	0	0
d__Viruses|o__Caudovirales|f__Myoviridae|s__Xanthomonas phage vB_XveM_DIBBI	0	0	0	0	0	2	0	6	0	0	0	1
d__Viruses|o__Caudovirales|f__Myoviridae|s__Yersinia phage phiR1-37	1	5	0	1	1	1	6	0	0	10	5	3
d__Viruses|o__Caudovirales|f__Podoviridae	99	213	62	111	397	90	200	119	146	182	222	152
d__Viruses|o__Caudovirales|f__Podoviridae|g__Baltimorevirus	0	2	0	2	0	1	7	0	0	3	0	2
d__Viruses|o__Caudovirales|f__Podoviridae|g__Baltimorevirus|s__Dinoroseobacter virus DFL12	0	0	0	0	0	0	2	0	0	2	0	0
d__Viruses|o__Caudovirales|f__Podoviridae|g__Baltimorevirus|s__Silicibacter phage DSS3phi2	0	0	0	0	0	0	1	0	0	0	0	0
d__Viruses|o__Caudovirales|f__Podoviridae|g__Baltimorevirus|s__Sulfitobacter phage EE36phi1	0	1	0	0	0	1	4	0	0	1	0	2
d__Viruses|o__Caudovirales|f__Podoviridae|g__Baltimorevirus|s__Sulfitobacter phage phiCB2047-B	0	1	0	2	0	0	0	0	0	0	0	0
d__Viruses|o__Caudovirales|f__Podoviridae|g__Bjornvirus	0	0	0	0	0	0	0	0	0	1	0	0
d__Viruses|o__Caudovirales|f__Podoviridae|g__Bjornvirus|s__Pseudomonas virus Bjorn	0	0	0	0	0	0	0	0	0	1	0	0
d__Viruses|o__Caudovirales|f__Podoviridae|g__Bruynoghevirus	0	2	0	1	0	0	1	0	0	2	3	1
d__Viruses|o__Caudovirales|f__Podoviridae|g__Bruynoghevirus|s__Pseudomonas virus CHU	0	0	0	0	0	0	0	0	0	0	1	0
d__Viruses|o__Caudovirales|f__Podoviridae|g__Bruynoghevirus|s__Pseudomonas virus TL	0	0	0	0	0	0	0	0	0	0	1	0
d__Viruses|o__Caudovirales|f__Podoviridae|g__Cepunavirus	0	3	0	1	1	0	1	0	1	0	0	1
d__Viruses|o__Caudovirales|f__Podoviridae|g__Cepunavirus|s__Streptococcus virus Cp1	0	3	0	1	1	0	1	0	1	0	0	1
d__Viruses|o__Caudovirales|f__Podoviridae|g__Drulisvirus	1	1	0	0	7	0	0	0	2	1	0	4
d__Viruses|o__Caudovirales|f__Podoviridae|g__Drulisvirus|s__Klebsiella virus K244	0	0	0	0	3	0	0	0	2	0	0	0
d__Viruses|o__Caudovirales|f__Podoviridae|g__Drulisvirus|s__Klebsiella virus SU503	1	0	0	0	0	0	0	0	0	0	0	0
d__Viruses|o__Caudovirales|f__Podoviridae|g__Enhodamvirus	1	0	0	0	0	0	1	0	0	0	0	1
d__Viruses|o__Caudovirales|f__Podoviridae|g__Enhodamvirus|s__Vibrio phage QH	1	0	0	0	0	0	0	0	0	0	0	0
d__Viruses|o__Caudovirales|f__Podoviridae|g__Enquatrovirus	0	0	0	0	1	1	0	1	0	0	1	0
d__Viruses|o__Caudovirales|f__Podoviridae|g__Enquatrovirus|s__Escherichia virus N4	0	0	0	0	1	1	0	1	0	0	1	0
d__Viruses|o__Caudovirales|f__Podoviridae|g__Fipvunavirus	1	10	0	2	8	2	4	3	2	16	10	12
d__Viruses|o__Caudovirales|f__Podoviridae|g__Friunavirus	1	11	2	0	4	1	9	0	1	12	10	5
d__Viruses|o__Caudovirales|f__Podoviridae|g__Friunavirus|s__Acinetobacter phage Petty	0	0	0	0	1	0	0	0	0	0	0	0
d__Viruses|o__Caudovirales|f__Podoviridae|g__Friunavirus|s__Acinetobacter phage vB_AbaP_AS11	0	0	1	0	0	0	0	0	0	2	0	0
d__Viruses|o__Caudovirales|f__Podoviridae|g__Friunavirus|s__Acinetobacter phage vB_AbaP_B1	0	3	0	0	1	0	1	0	0	2	3	2
d__Viruses|o__Caudovirales|f__Podoviridae|g__Friunavirus|s__Acinetobacter phage vB_ApiP_P1	1	5	0	0	1	0	1	0	0	4	1	2
